date	accel	sonar
1402	256	3752
1403	225	
1404	176	
1405	118	
1406	123	
1406	123	3710
1407	134	
1408	148	
1409	165	
1409	165	3744
1410	194	
1411	277	
1412	298	
1413	264	
1413	264	3702
1414	191	
1415	156	
1416	165	
1417	204	
1417	204	3696
1418	229	
1419	220	
1420	185	
1420	185	3702
1421	172	
1422	193	
1423	293	
1424	331	
1424	331	3702
1425	309	
1426	244	
1427	236	
1427	236	3702
1428	260	
1429	275	
1430	249	
1431	233	
1431	233	3738
1432	210	
1433	200	
1434	199	
1435	175	
1435	175	3702
1436	154	
1437	159	
1438	156	
1438	156	3744
1439	155	
1440	160	
1441	170	
1442	172	
1442	172	3710
1443	163	
1444	132	
1445	106	
1445	106	3710
1446	104	
1447	125	
1448	161	
1449	162	
1449	162	3744
1450	145	
1451	144	
1452	146	
1453	115	
1453	115	3702
1454	91	
1455	123	
1456	206	
1456	206	3710
1457	227	
1458	207	
1459	181	
1460	214	
1460	214	3738
1461	245	
1462	274	
1463	247	
1464	223	
1464	223	3738
1465	165	
1466	141	
1467	145	
1467	145	3696
1468	195	
1469	219	
1470	251	
1471	245	
1471	245	3688
1472	220	
1473	182	
1474	211	
1474	211	3738
1475	232	
1476	218	
1477	142	
1478	92	
1478	92	3688
1479	98	
1480	164	
1481	215	
1482	251	
1482	251	3738
1483	212	
1484	186	
1485	148	
1485	148	3696
1486	128	
1487	133	
1488	141	
1489	182	
1489	182	3696
1490	223	
1491	241	
1492	256	
1492	256	3688
1493	238	
1494	219	
1495	180	
1496	160	
1496	160	3688
1497	126	
1498	108	
1499	95	
1499	95	3702
